"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"695",70,"[{'node': {'text': 'Bye bye👋🏾 I hopefully come back again! 🔜✈️🇩🇰 #mevation'}}]","BakBY0wlyWU","['mevation']","2017"
"696",254762,"[{'node': {'text': ""Photo by @noralorek\xa0for\xa0@natgeo. Esther Minella was working in the ministry of agriculture in South Sudan before the war broke out. One day the soldiers came to her home and tortured her in front of her kids. They were asking for her husband which they claimed was a rebel. After they had arrested him she went to prison every day to look for him but they said he wasn’t there. The third day they told Esther that they would kill her like they killed him if she ever came back.\n.\nNow Esther is the women representative in the council of block 4 in Bidibidi refugee settlement zone 1.\n“As a women representative my roll is to lead the women and also lift up the issues we’re having here and in South Sudan. We started a group of women here called Ama a Lo meaning ”We are one”. In South Sudan every child, even our husbands know how to make our bedsheets so we started to sell them here too. Now we have a budget but need more help to start business and things like catering training for our members. We also need a school for adults to teach them English. Most of us are widows, that’s how we came up with the idea that we need to work together. Women need to be trained to become\xa0independent and self sufficient.”\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is with its more than 270 000 people considered one of the worlds largest refugee settlements.\nFor more pictures from 'The Milaya Studios' follow\xa0@noralorek""}}]","BajXAKRDIGu","[]","2017"
"697",32,"[{'node': {'text': 'On the market: Friendly people everywhere. They sell what they can to support their families. \n#bidibidi #uganda #southsudan #biggestrefugeecampintheworld #refugeeswelcome #shopping'}}]","Bae2TPKFeTu","['biggestrefugeecampintheworld', 'southsudan', 'shopping', 'uganda', 'refugeeswelcome', 'bidibidi']","2017"
"698",892,"[{'node': {'text': '“We never know if we will have enough food until the day of the next distribution. I was a good farmer in South Sudan and had many crops and fruits. I sold a lot on the market and used the profit to buy other things on the local market and sell it with profit in town.”\n.\n“I have no plan for the future because there’s nothing I can do. I want to build a house for my children because this is the only we have and it’s always leaking when it’s raining.”\n.\nAnna Kiden was married in South Sudan but left her husband because he was violent. Before leaving the country she was living with her brother but had to leave to Uganda when the shootings around their home in Yei became more intense.\n.\nIn the picture Anna is with her children Faida, Emanuel, Isaac, Monica and Stella next to their home in Bidibidi refugee settlement.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi was then with its more than 270 000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BacYRNAFPBb","[]","2017"
"699",68,"[{'node': {'text': 'There is still so much crop to be harvested in this world 🌎\n“So let each one give as he purposes in his heart, not grudgingly or of necessity; for God loves a cheerful giver. And God is able to make all grace abound toward you, that you, always having all sufficiency in all things, may have an abundance for every good work.”\n\u202d\u202dII Corinthians\u202c \u202d9:7-8\u202c \u202d \n#missions #promisechild #promisechildministries #give #send #go #travel #allnations #investment'}}]","BacEIMLAJZF","['travel', 'allnations', 'send', 'missions', 'promisechild', 'investment', 'promisechildministries', 'give', 'go']","2017"
"700",121,"[{'node': {'text': 'I dag gik turen til en børnehave i Bidibidi lejren. Det var en helt fantastisk oplevelse, at møde alle de skønne livsglade børn. De havde så meget energi og var over alt. Vi sad og lavede papirsskibe og legede udenfor. Da vi skulle videre, ville ingen af dem slippe mine hænder, det var helt rørende. Jeg har så meget respekt for de børn og voksende der lever her i Bidibidi lejren❤️ #mevation'}}]","Bab8kdkl2F2","['mevation']","2017"
"701",35,"[{'node': {'text': 'Jeg fik i dag æren af at hjælpe til med noget af det arbejde, som menneskerne i Bidibidi Refugee Settlement får deres dag til at gå med og tjener deres indkomst på. I dag skulle der plantes auberginer, og på billederne kan der ses før, efter og billeder af, hvordan det forhåbentlig kommer til at se ud. Vi fik rettet feltet op og plantet 80 skud. Efter, at vi var færdige, snakkede de om, at de ville kalde netop dette felt for “Sarahs Field”. Jeg blev enormt rørt over, at de ville tage sig tid til at lære os om deres hårde arbejde og så endda opkalde det felt efter mig. Disse mennesker er helt bestemt fantastiske hele vejen igennem, og jeg håber endelig, at høsten om 2-3 måneder er lige så god som den, de selv kan fremstille.❤️ #mevation #folkekirkensnødhjælp'}}]","BaZmJilHDSW","['mevation', 'folkekirkensnødhjælp']","2017"
"702",59,"[{'node': {'text': 'these cuties took me on a little tour through the settlement and showed me where they get their water. 💙'}}]","BaVo9fGg_uS","[]","2017"
"703",3,"[]","BaUnwtuHRvj",NA,"2017"
"704",101,"[{'node': {'text': 'It’s not just a smile - it’s a happy boy🙂🙃 #mevation'}}]","BaUT7uvlV36","['mevation']","2017"
"705",824,"[{'node': {'text': 'Asha Catherine Ngonga, my interpreter while working in northern Uganda. Today it’s been three months since we first met and it’s Ashas birthday! So happy birthday my friend! ❤️\n.\nAsha and her son Elvis are from Yei in South Sudan and came here with her four brothers in November last year. When the shooting soldiers came to their village she managed to find them a driver and called her mum who wasn’t home. When the driver saw the rebels checking the cars along the way south he dropped them off about 40 km away from the border. Asha and her brothers had to walk the rest and sleep in the bushes one night before arriving in Uganda.\n.\nHer mother came later but was registered in a different settlement so Asha is still taking care of her brothers and her one year old son Elvis on her own. The today 24 year old is in her neighborhood called Mama-Elvis and loved by everybody since she’s helping wherever she can. I’m still amazed how Asha, who’s even a year younger than I am, manages to take care of her brothers, helping her other five siblings, all her neighbors and friends and her wonderful son Elvis.\n.\nAsha was studying law in Kampala, the capital of Uganda before the last war broke out. When she had only one year left she couldn’t afford it any longer and had to go back to South Sudan. Now she’s trying to save money and find a way to get sponsors and finish her studies.\n.\nAshas brother Robert Malih, 19 and her best friend Stella Yunimgba, 26 are holding up the Milaya for them on her plot in Ariwa, Bidibidi.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi was then with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaR0siSFWHf","[]","2017"
"706",58,"[]","BaRl7bogspJ",NA,"2017"
"707",65,"[{'node': {'text': 'coolest gang ever!'}}]","BaRfi65g9cA","[]","2017"
"708",59,"[]","BaPSjcog_Qd",NA,"2017"
"709",1205,"[{'node': {'text': '“Only god knows why I’m here. When the war started I had no idea that I was in the middle of it. We were running away from our home at midday when the shootings started. My husband was killed and I just left with my kids. My 20 year old daughter got lost when we tried to get over the border. I don’t know if Cheukia is alive or dead. I’m now taking care of her one year old baby”, Anite Leila, 42, from Yei in Marabou county. She came in August 2016 with four children and her grandson.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi was then with its more than 270 000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaPSdWfFVyj","[]","2017"
"710",708,"[{'node': {'text': 'Elisabeth Sadia, 37.\r“I arrived here in December 2016 and came with my three children after my husband had settled here already. He had left earlier from Yei and was taking care of some children who had lost their parents. Now our family has grown and we’re nine. I’s always good with big families. You share ideas and problems.”\r.\rJoyce Aba, 42.\r“I came here with my six children in December 2016. The oldest of them is 21 and the youngest 8. I don’t know where my husband is. He was in Yei when we had to leave Juba and I haven’t heard from him since. I’m just really afraid of what happened to him. I know nothing.”\r.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaOds_wl56J","[]","2017"
"711",56,"[{'node': {'text': 'A small sacrifice from the abundant can have the largest earthly and eternal effect for the helpless. May we see life through the eyes of our sacrificial Savior and follow suit 🙏🏽 #promisechildministries #promisechild #$15amonth #missions #travel #global #allnations #oneGod #helpthechange #children #savealife #encourageasoul'}}]","BaMw0AcgY05","['travel', 'allnations', 'oneGod', 'savealife', 'missions', 'promisechild', 'encourageasoul', 'promisechildministries', 'children', 'global', 'helpthechange']","2017"
"712",1626,"[{'node': {'text': '“I came here when I was pregnant but left my two kids with relatives in South Sudan. My husband is a rebel but there is no way to communicate so I don’t know if he’s alive or not. Last time I spoke to him on the phone was before I left South Sudan the 15th of August 2016. There was an attack on our area so I had to leave really aprupt. I came only with the clothes I was wearing”, Nyilet Nyowien, 25 with Regina Nyasebit 5 months old and born in Bidibidi.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaLy2MiFmtt","[]","2017"
"713",121,"[{'node': {'text': '""Laptop"" by Steven Joel, 5, Uganda. \nWhen what could be faux naïf is simply survival 📷 @noralorek \n#selfmade #behumbled #hitshome'}}]","BaLeHxZnHLc","['selfmade', 'behumbled', 'hitshome']","2017"
"714",768,"[{'node': {'text': 'Susan Sadia, 25, from Yei came to Uganda in August 2016 with her two children and the four kids of her brother. After a year she managed to rent a sewing machine and started making money by sewing clothes for children beautiful dresses in Bidibidi.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaKj6gzl6tH","[]","2017"
"715",137,"[{'node': {'text': ""Betty Nyanwut is getting her hair done in one of the salons in Bidibidi. She's Dinka by tribe which has made her life in the refugee settlement difficult. The President of South Sudan and leader of the government soldiers is Dinka and many of the others blame the tribe itself for the mass violence claiming thousands of victims from all the country's tribes. Now many Dinkas live in a separate block in the Bidibidi to avoid conflicts. Even though I heard a lot about the problems I saw many groups of mixed tribes like here living peaceful next to each other.\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic @natgeo for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \nFor more pictures from Uganda and my previous projects follow @noralorek""}}]","BaJ-Ma1lE6X","[]","2017"
"716",19,"[{'node': {'text': ""Acabei de ver esse post e tive que compartilhar! Como pessoas estudadas que somos, com acesso à informação, precisamos ser conscientes sobre o que se passa no mundo 🌍e criar crianças conscientes também, para no futuro se tornarem adultos de bom coração ❤️e preocupados com o próximo!👫👨\u200d👧\u200d👧👩\u200d👩\u200d👧\u200d👦\n.\nSabia que 60% da população do sul do 📍Sudão são crianças?! 😱assim como nas bases de refugiados de 📍Uganda, a população jovem também é muito alta. Nas escolas📝📚, as classes tem mais de 250 alunos.\nOutro fato, é que as famílias estão aumentando, porque muitas crianças perdem seus pais e são cuidadas por outros.\nDurante um ataque, essas crianças fugiram, sem nada! E fizeram esses brinquedos de argila e papel! Isso é tudo o que elas possuem! 😕😪🙌🏼\n.\n.\nTelefone feito pelo Julius Caesar, 8\nRadio feito pelo Ronald Juma, 9\nLaptop de papel feito pelo Steven Joel, 5\n.\nE pensar que muitas crianças reclamam do que comem, tem 500 milhões de brinquedos que nunca darão conta de brincar! Meu desejo é que os pais dessas crianças mostrem outras realidades aos seus filhos, para que sejam gratos pelo que tem e que possam compartilhar sempre! 🙏🏼 #Repost @natgeo with @repostapp\n・・・\nPhoto by\xa0@noralorek for\xa0@natgeo.\xa0\n60% of the people fleeing South Sudan are children. As in all of Uganda's refugee settlements the young population in Bidibidi is very high. In the schools there are many classes with more than 250 pupils. Also, families are growing bigger each time a child loses its parents and needs to be taken care of by others. Leaving their home during shootings and without bringing anything their self made toys are all they got.\n.\nPhone by Julius Caesar, 8\nRadio by Ronald Juma, 9\nLaptop by Steven Joel, 5\n.\nFor more pictures and stories from Uganda/ South Sudan follow @noralorek""}}]","BaJwdzDH4t8","['Repost']","2017"
"717",158,"[{'node': {'text': ""Emmanuel Taban, 10, and his friends are playing outside the Playground in Bidibidi refugee settlement.\n.\n60% of the people fleeing South Sudan are children. As in all of Uganda's refugee settlements the young population in Bidibidi is very high. In the schools there are many classes with more than 250 pupils. Also, families are growing bigger each time a child loses its parents and needs to be taken care of by others. Leaving their home during shootings and without bringing anything their self made toys are all they have.\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic @natgeo for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \nFor more pictures from Uganda and my previous projects follow @noralorek""}}]","BaJYckFFEQg","[]","2017"
"718",23,"[{'node': {'text': 'Eindrücklicher Beitrag von National Geographic @natgeo aus dem Flüchtlingslager Bidibidi\xa0in Nord-Uganda: 60% der Flüchtlinge sind Kinder. Pro Schulklasse hat es mehr als 250 Schülerinnen und Schüler. Die Kinder mussten vor Schiessereien überstürzt flüchten und alles zurücklassen. Ihre selbst gemachten Spielzeuge sind für sie daher umso wertvoller.\n.\nAbbildung: Radio von Ronald, 9 Jahre .\n.\nFoto: Nora Lorek @noralorek\n.\n.\n.\n#unterstrass #unterstrassedu #institutunterstrass #phzh #ph #arteducation #unterricht #bg #bildnerischesgestalten #gestalten #schule #primarschule #kindergarten #student  #pädagogik #didaktik #bildung\n#plastischesgestalten #ton #vollplastik #plastik #lehm#spielzeug #diy#radio#medien#medienbildung'}}]","BaJDRYyHPDf","['arteducation', 'medienbildung', 'bildung', 'schule', 'gestalten', 'unterstrass', 'vollplastik', 'ph', 'institutunterstrass', 'spielzeug', 'phzh', 'ton', 'bg', 'plastischesgestalten', 'student', 'didaktik', 'medien', 'kindergarten', 'lehm', 'unterstrassedu', 'bildnerischesgestalten', 'primarschule', 'plastik', 'radio', 'diy', 'unterricht', 'pädagogik']","2017"
"719",22,"[{'node': {'text': 'Eindrücklicher Beitrag von National Geographic @natgeo aus dem Flüchtlingslager Bidibidi\xa0in Nord-Uganda: 60% der Flüchtlinge sind Kinder. Pro Schulklasse hat es mehr als 250 Schülerinnen und Schüler. Die Kinder mussten vor Schiessereien überstürzt flüchten und alles zurücklassen. Ihre selbst gemachten Spielzeuge sind für sie daher umso wertvoller.\n.\nAbbildung: Handy von Julius, 8 Jahre .\n.\nFoto: Nora Lorek @noralorek\n.\n.\n.\n#unterstrass #unterstrassedu #institutunterstrass #phzh #ph #arteducation #unterricht #bg #bildnerischesgestalten #gestalten #schule #primarschule #kindergarten #student  #pädagogik #didaktik #bildung\n#plastischesgestalten #ton #vollplastik #plastik #lehm#spielzeug #diy#handy#phone#smartphone#medien#medienbildung'}}]","BaJC_-kHgjU","['arteducation', 'medienbildung', 'bildung', 'schule', 'gestalten', 'unterstrass', 'smartphone', 'vollplastik', 'ph', 'phone', 'institutunterstrass', 'spielzeug', 'phzh', 'ton', 'bg', 'plastischesgestalten', 'student', 'didaktik', 'medien', 'kindergarten', 'lehm', 'handy', 'unterstrassedu', 'bildnerischesgestalten', 'primarschule', 'plastik', 'diy', 'unterricht', 'pädagogik']","2017"
"720",21,"[{'node': {'text': 'Eindrücklicher Beitrag von National Geographic @natgeo aus dem Flüchtlingslager Bidibidi\xa0in Nord-Uganda: 60% der Flüchtlinge sind Kinder. Pro Schulklasse hat es mehr als 250 Schülerinnen und Schüler. Die Kinder mussten vor Schiessereien überstürzt flüchten und alles zurücklassen. Ihre selbst gemachten Spielzeuge sind für sie daher umso wertvoller.\n.\nAbbildung: Helikopter von Maita, 6 Jahre .\n.\nFoto: Nora Lorek @noralorek\n.\n.\n.\n#unterstrass #unterstrassedu #institutunterstrass #phzh #ph #arteducation #unterricht #bg #bildnerischesgestalten #gestalten #schule #primarschule #kindergarten #student  #pädagogik #didaktik #bildung\n#plastischesgestalten #ton #vollplastik #plastik #helikopter#lehm#spielzeug #diy'}}]","BaJC3XZHkmE","['arteducation', 'bildung', 'schule', 'gestalten', 'unterstrass', 'vollplastik', 'ph', 'institutunterstrass', 'spielzeug', 'phzh', 'ton', 'bg', 'plastischesgestalten', 'student', 'didaktik', 'kindergarten', 'lehm', 'unterstrassedu', 'bildnerischesgestalten', 'primarschule', 'plastik', 'helikopter', 'diy', 'unterricht', 'pädagogik']","2017"
"721",23,"[{'node': {'text': 'Eindrücklicher Beitrag von National Geographic @natgeo aus dem Flüchtlingslager Bidibidi\xa0in Nord-Uganda: 60% der Flüchtlinge sind Kinder. Pro Schulklasse hat es mehr als 250 Schülerinnen und Schüler. Die Kinder mussten vor Schiessereien überstürzt flüchten und alles zurücklassen. Ihre selbst gemachten Spielzeuge sind für sie daher umso wertvoller.\n.\nAbbildung: Laptop von Steven, 5 Jahre .\n.\nFoto: Nora Lorek @noralorek\n.\n.\n.\n#unterstrass #unterstrassedu #institutunterstrass #phzh #ph #arteducation #unterricht #bg #bildnerischesgestalten #gestalten #schule #primarschule #kindergarten #student  #pädagogik #didaktik #bildung\n#plastischesgestalten #objekt #medien#laptop#medienbildung#spielzeug #diy'}}]","BaJChaPn9-L","['arteducation', 'medienbildung', 'bildung', 'schule', 'gestalten', 'unterstrass', 'ph', 'institutunterstrass', 'spielzeug', 'phzh', 'bg', 'plastischesgestalten', 'objekt', 'student', 'didaktik', 'medien', 'kindergarten', 'unterstrassedu', 'bildnerischesgestalten', 'primarschule', 'laptop', 'diy', 'unterricht', 'pädagogik']","2017"
"722",517357,"[{'node': {'text': ""Photo by\xa0@noralorek for\xa0@natgeo.\xa0\n60% of the people fleeing South Sudan are children. As in all of Uganda's refugee settlements the young population in Bidibidi is very high. In the schools there are many classes with more than 250 pupils. Also, families are growing bigger each time a child loses its parents and needs to be taken care of by others. Leaving their home during shootings and without bringing anything their self made toys are all they have.\n.\nPhone by Julius Caesar, 8\nHelicopter by Maita Alafi, 6\nRadio by Ronald Juma, 9\nLaptop by Steven Joel, 5\n.\nFor more pictures and stories from Uganda/ South Sudan follow @noralorek""}}]","BaIyhXCDrH-","[]","2017"
"723",199,"[{'node': {'text': 'Angelina Nyanuba, 25, Mary Nyakir, 3 and Omar Basir who’s only two months old and was born here in Bidibidi.\n.\n“My husband was a soldier but because he’s a Nuer (tribe of the rebel leader) they suspected him to be a rebel and were chasing him to the bush where he was killed by his colleagues the soldiers. So that’s when I left with my two children and being pregnant. We were hiding in the bush and moving slowly until we made it to Busia border in Uganda. It took us a week to get there. Now we’re living among former neighbors from our village. I’m using a small piece of land to cultivate on. It hurts to know I left my first child at home in South Sudan. My son was with my parents in my hometown when we had to leave from Yei. When war broke out in our village too their ways split and the neighbors started taking care of him. Now they’re in Ngopop in South Sudan with him. It’s to expensive to get a transport there so I can’t go and see him or get him here. He’s six years old and his name is Masein Touch. I’m wondering how he’s doing while I’m here enjoying the peace”\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic @natgeo for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \nFor more pictures from Uganda and my previous projects follow @noralorek'}}]","BaG-tC3F_wy","[]","2017"
"724",947,"[{'node': {'text': 'Joyce Kiden, 29 with her son Peter Jade, 9 months old and born here in Uganda. They are from Yei in South Sudan and arrived in Bidibidi settlement in August 2016. Joyce worked at the ministry of agriculture and her husband is still in Juba working as a soldier. Like Joyce said the worst is to not have a job and just wait for food delivery every month.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaG8ITclIDi","[]","2017"
"725",33,"[{'node': {'text': ""Now here's a woman after my own ❤️. A recipient of #ADRA project that distributed material and training on energy saving stoves...and she used some to make a single serve coffee cup version. #coffee #humanitarian #refugee #wheninthefield #coffeeaddict #singleserve #travelgram""}}]","BaGq1NxA_iZ","['travelgram', 'refugee', 'singleserve', 'ADRA', 'wheninthefield', 'humanitarian', 'coffeeaddict', 'coffee']","2017"
"726",154,"[{'node': {'text': 'Grace Monia is only 13 years old and lives with her foster mum Rona in Bidibidi zone 1. She got lost from her parents after they were running for their life during shootings in their village. Until now nobody has seen or heard from her parents and Rona believes they were killed that night. Many children get lost from their parents when trying to get from South Sudan to Uganda at night. At the same time many mothers who already have more than five kids chose to open up their home for those who have nobody left.\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic @natgeo for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \nFor more pictures from Uganda and my previous projects follow @noralorek'}}]","BaGiNXVFLk9","[]","2017"
"727",5,"[{'node': {'text': '@noralorek VIA @natgeo \n#photography #style #inspo #nature'}}]","BaGZrk0nYFP","['photography', 'nature', 'inspo', 'style']","2017"
"728",122,"[{'node': {'text': '“We were many female soldiers. We were fighting for independence! Before the war of the nineties started I was a soldier in Juba. It felt good to be part of that process. The soldiers of this time are different. Now they’re only fighting each other. In 1992 we were brought to a settlement close to Bidibidi and stayed for two years. The third year the Ugandan rebels started a war against South Sudanese refugees. My brother was killed in Uganda that war. Back then my husband was a soldier and killed in the war in South Sudan.”\n- Rebecca Ameri, 75 from South Sudan.\n.\n“Now I’m here with my 35 years old daughter who lost her husband. She has eight kids and collapsed of Malaria yesterday and was taken to the hospital. I had twelve children of which six died. Five are still in South Sudan. One of my sons I haven’t heard of since I came here, I don’t know if he’s still alive. He and his wife left and I don’t know where. His daughter just arrived here seven days ago. Some of the kids I’m taking care of are now in the city Koboko, two hours from Bidibidi. Here they were beaten at school because they’re Dinka so we decided to sell parts of our food to be able to afford them going to school in Uganda.”\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \u2028On assignment for @natgeo July/August 2017.\nFor more pictures from Uganda and my previous projects follow @noralorek.'}}]","BaE5zxvFezw","[]","2017"
"729",688,"[{'node': {'text': 'Peter Mandela, 12 with his Lorry in Ariwa where the last reception center of Bidibidi opened in late August 2016.\n.\n60% of the refugees fleeing South Sudan are children. Like in all Ugandas refugee settlements the young population in Bidibidi is very high; many classes have up to 250 pupils and big families are growing for each time a child loses its parents and is taken care of by others. Leaving their home during shootings and without bringing anything these self made cars become their only toys.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaEWFgxFRex","[]","2017"
"730",125,"[{'node': {'text': 'beauty! #uganda #bidibidi #bidibidirefugeecamp #bidibidirefugeesettlement #refugee #refugeeswelcome #refugeecamp #refugeesettlement #southsudan #ugandagram #instauganda #travel #travelgram #travelingram #instatravel #wanderlust #unterwegs #aroundtheworld #traveller #travelling #travelbug #traveljunkie #travelwithdiabetes #diabetictravel'}}]","BaD8glrAlOM","['travelingram', 'traveljunkie', 'instauganda', 'travelling', 'bidibidirefugeesettlement', 'southsudan', 'travel', 'bidibidirefugeecamp', 'refugee', 'aroundtheworld', 'uganda', 'unterwegs', 'ugandagram', 'refugeesettlement', 'travelgram', 'travelbug', 'refugeeswelcome', 'diabetictravel', 'wanderlust', 'instatravel', 'traveller', 'travelwithdiabetes', 'refugeecamp', 'bidibidi']","2017"
"731",236,"[{'node': {'text': 'Esther Minella was working in the ministry of agriculture in South Sudan before the war broke out. One day the soldiers came to her home and tortured her in front of her kids. They were asking for her husband which they claimed was a rebel. After they had arrested him she went to prison every day to find him but they said he wasn’t there. On the third day they told Ester they would kill her like they killed him if she ever came back.\n.\nNow Esther is the women representative in the council of block 4 in Bidibidi refugee settlement zone 1.\n“As a women representative my roll is to lead the women and also lift up the issues we’re having here and in South Sudan. We started a group of women here called Ama a Lo meaning ”We are one”. In South Sudan every child, even our husbands know how to make our bedsheets so we started to sell them here too. Now we have a budget but need more help to start business and things like catering training for our members. We also need a school for adults to teach them English. Most of us are widows, that’s how we came up with the idea that we need to work together. Women need to be trained to be independent and self sufficient.”\n.\nOn assignment for\xa0@natgeo\xa0July/August 2017.'}}]","BaDxuXLFu93","[]","2017"
"732",103,"[{'node': {'text': 'amazing produce grown in the refugee settlements & host communities! #bidibidi #bidibidirefugeecamp #refugeecamp #food #produce #travel #travelbug #actionagainsthunger #instatravel #wanderlust #traveller #uganda #ugandagram #instauganda #reisen #traveltheworld #seetheworld'}}]","BaCaiyJgjOe","['food', 'travel', 'bidibidirefugeecamp', 'traveltheworld', 'actionagainsthunger', 'seetheworld', 'wanderlust', 'instatravel', 'uganda', 'travelbug', 'produce', 'reisen', 'traveller', 'instauganda', 'refugeecamp', 'ugandagram', 'bidibidi']","2017"
"733",1221,"[{'node': {'text': 'Wane Samuel and Cosmas Amule, both ten years old posing with their cars made out of food boxes.\r.\n60% of the refugees fleeing South Sudan are children. Like in all Ugandas refugee settlements the young population in Bidibidi is very high; many classes have up to 250 pupils and big families are growing for each time a child loses its parents and is taken care of by others. Leaving their home during shootings and without bringing anything these self made cars become their only toys.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaCN9gjlh0v","[]","2017"
"734",215,"[{'node': {'text': ""Irene Sonia, 17, wants to become a bank accountant but the school in Bidibidi refugee settlement doesn’t offer relevant subjects. Last summer the war broke out in her hometown of Yei in South Sudan. After her father was killed and their schools closed down Irene and her family escaped to Uganda. Since then her mother Esther has been fighting for better education in the refugee settlements in northern Uganda to ensure her kids a better future when going back home to South Sudan.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end.\n.\nHere Irene is posing in front of her Milaya hold by her sister Janet to the left and twin sister Charity to the right. Taken on assignment for @natgeo For more pictures from 'The Milaya Studios' follow\xa0@noralorek""}}]","BaCNOislNRH","[]","2017"
"735",266691,"[{'node': {'text': ""Photo by\xa0@noralorek\xa0for\xa0@natgeo.\xa0\nNyediet Kais husband was a rebel and killed by the government army. Now she's taking care of her four children and the three of her brother who's still a rebel in South Sudan. Nyediet and most of her neighbors belong to the Nuer, the second largest tribe in the country and are running high risk of getting killed by government soldiers since the leader of the rebels is Nuer.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nHere Nyediet Kai and her children Nyelvak, Nyediet and Nyakur Mana are posing in front of their Milaya from home in South Sudan.\nFor more pictures from 'The Milaya Studios' follow\xa0@noralorek""}}]","BaBoy2WjOeE","[]","2017"
